Sample	Pita	Piks	Year	Country	State
SRR18092270	TRUE	TRUE	2007	China	NA
SRR18092271	TRUE	TRUE	2007	China	NA
SRR18092272	TRUE	TRUE	2008	China	NA
SRR18092273	TRUE	TRUE	2008	China	NA
SRR18092275	TRUE	TRUE	2008	China	NA
SRR18092276	TRUE	TRUE	2008	China	NA
SRR18092277	TRUE	TRUE	2007	China	NA
SRR18092278	TRUE	TRUE	2011	China	NA
SRR18092279	TRUE	TRUE	2011	China	NA
SRR18092280	TRUE	TRUE	2011	China	NA
SRR18092281	TRUE	TRUE	2011	China	NA
SRR18092282	TRUE	TRUE	2011	China	NA
SRR18092283	TRUE	TRUE	2011	China	NA
SRR18092284	TRUE	TRUE	2011	China	NA
SRR18092285	TRUE	TRUE	2014	China	NA
SRR18092286	TRUE	TRUE	2013	China	NA
SRR18767170	TRUE	TRUE	2017	China	NA
SRR18767171	TRUE	TRUE	2017	China	NA
SRR18767172	TRUE	TRUE	2017	China	NA
SRR18767173	TRUE	TRUE	2017	China	NA
SRR20852131	TRUE	TRUE	2015	China	NA
SRR20852132	TRUE	TRUE	2015	China	NA
SRR20852133	TRUE	TRUE	2015	China	NA
SRR21640535	TRUE	TRUE	1954	Japan	NA
SRR21640536	TRUE	TRUE	1954	Japan	NA
SRR24675057	TRUE	TRUE	2015	India	NA
SRR24675058	TRUE	TRUE	2015	India	NA
SRR24675059	TRUE	TRUE	2015	India	NA
SRR24675060	TRUE	TRUE	2010	India	NA
SRR24675066	TRUE	TRUE	2013	India	NA
SRR24675067	TRUE	TRUE	2013	India	NA
SRR3056583	TRUE	TRUE	2011	India	NA
SRR3056613	TRUE	TRUE	2011	India	NA
SRR6227418	TRUE	TRUE	2015	China	NA
SRR6227419	TRUE	TRUE	2015	China	NA
SRR6384768	TRUE	TRUE	1994	Spain	NA
SRR6384771	TRUE	TRUE	1991	Portugal	NA
SRR6384774	TRUE	TRUE	1986	Mali	NA
SRR6384777	TRUE	TRUE	2008	China	NA
SRR6384778	TRUE	TRUE	2008	China	NA
SRR6384779	TRUE	TRUE	2006	China	NA
SRR6384780	TRUE	TRUE	2001	China	NA
SRR6384781	TRUE	TRUE	2001	China	NA
SRR6384782	TRUE	TRUE	2001	China	NA
SRR6384786	TRUE	TRUE	1989	Colombia	NA
SRR6384787	TRUE	TRUE	2008	China	NA
SRR6384788	TRUE	TRUE	1985	China	NA
SRR6384789	TRUE	TRUE	1991	China	NA
SRR6384790	TRUE	TRUE	1998	China	NA
SRR6384792	TRUE	TRUE	1987	Brazil	NA
SRR6384793	TRUE	TRUE	1989	Burundi	NA
SRR6384795	TRUE	TRUE	1981	Cote d’Ivoire	NA
SRR6384797	TRUE	TRUE	1998	China	NA
SRR6384799	TRUE	TRUE	1967	USA	NA
SRR6384800	TRUE	TRUE	1997	Morocco	NA
SRR6384801	TRUE	TRUE	2005	Madagascar	NA
SRR6384802	TRUE	TRUE	2009	Laos	NA
SRR6384803	TRUE	TRUE	2009	Laos	NA
SRR6384804	TRUE	TRUE	1993	India	NA
SRR6384805	TRUE	TRUE	1986	Japan	NA
SRR6384806	TRUE	TRUE	1992	India	NA
SRR6384807	TRUE	TRUE	1992	India	NA
SRR6384809	TRUE	TRUE	1993	Hungary	NA
SRR6669137	TRUE	TRUE	2005	China	NA
SRR6669138	TRUE	TRUE	2005	China	NA
SRR6669139	TRUE	TRUE	2012	China	NA
SRR6669140	TRUE	TRUE	2012	China	NA
SRR6669141	TRUE	TRUE	2012	China	NA
SRR6669142	TRUE	TRUE	2012	China	NA
SRR6669143	TRUE	TRUE	2012	China	NA
SRR6669144	TRUE	TRUE	2012	China	NA
SRR6669145	TRUE	TRUE	2011	China	NA
SRR6669146	TRUE	TRUE	2005	China	NA
SRR6669147	TRUE	TRUE	2011	China	NA
SRR6669148	TRUE	TRUE	2011	China	NA
SRR6669149	TRUE	TRUE	2011	China	NA
SRR6669150	TRUE	TRUE	2011	China	NA
SRR6669151	TRUE	TRUE	2015	Ghana	NA
SRR6669152	TRUE	TRUE	2007	China	NA
SRR6669153	TRUE	TRUE	2007	China	NA
SRR6669154	TRUE	TRUE	2007	China	NA
SRR6669155	TRUE	TRUE	2007	China	NA
SRR6669156	TRUE	TRUE	2008	China	NA
SRR6669157	TRUE	TRUE	2015	Ghana	NA
SRR6669158	TRUE	TRUE	2011	China	NA
SRR6669159	TRUE	TRUE	2010	China	NA
SRR6669160	TRUE	TRUE	2009	China	NA
SRR6669161	TRUE	TRUE	2010	China	NA
SRR6669162	TRUE	TRUE	2009	China	NA
SRR6669163	TRUE	TRUE	2010	China	NA
SRR6669164	TRUE	TRUE	2008	China	NA
SRR6669165	TRUE	TRUE	2008	China	NA
SRR6669166	TRUE	TRUE	2009	China	NA
SRR6669167	TRUE	TRUE	2012	China	NA
SRR6669168	TRUE	TRUE	2012	China	NA
SRR6669169	TRUE	TRUE	2010	China	NA
SRR6669170	TRUE	TRUE	2005	China	NA
SRR6669171	TRUE	TRUE	2013	Suriname	NA
SRR6669172	TRUE	TRUE	2010	China	NA
SRR6669173	TRUE	TRUE	2014	Suriname	NA
SRR6669174	TRUE	TRUE	2013	Suriname	NA
SRR6669175	TRUE	TRUE	2015	Ghana	NA
SRR6669176	TRUE	TRUE	2014	Suriname	NA
SRR6669177	TRUE	TRUE	1986	China	NA
SRR6669178	TRUE	TRUE	1986	China	NA
SRR6669179	TRUE	TRUE	1981	China	NA
SRR6669180	TRUE	TRUE	1978	China	NA
SRR6669181	TRUE	TRUE	1992	China	NA
SRR6669182	TRUE	TRUE	1992	China	NA
SRR6669183	TRUE	TRUE	1981	China	NA
SRR6669184	TRUE	TRUE	1981	China	NA
SRR6669185	TRUE	TRUE	1981	China	NA
SRR6669186	TRUE	TRUE	1981	China	NA
SRR6669187	TRUE	TRUE	2013	China	NA
SRR6669188	TRUE	TRUE	2013	China	NA
SRR6669189	TRUE	TRUE	2013	China	NA
SRR6669190	TRUE	TRUE	2013	China	NA
SRR6669191	TRUE	TRUE	2011	China	NA
SRR6669192	TRUE	TRUE	1990	China	NA
SRR6669193	TRUE	TRUE	2013	China	NA
SRR6669194	TRUE	TRUE	2015	Ghana	NA
SRR6669195	TRUE	TRUE	2002	China	NA
SRR6669196	TRUE	TRUE	2011	China	NA
SRR6669197	TRUE	TRUE	2007	China	NA
SRR6669198	TRUE	TRUE	2005	China	NA
SRR6669199	TRUE	TRUE	2006	China	NA
SRR6669200	TRUE	TRUE	2008	China	NA
SRR6669201	TRUE	TRUE	1995	China	NA
SRR6669202	TRUE	TRUE	1995	China	NA
SRR6669203	TRUE	TRUE	1998	China	NA
SRR6669204	TRUE	TRUE	1999	China	NA
SRR6669205	TRUE	TRUE	2009	China	NA
SRR6669206	TRUE	TRUE	2009	China	NA
SRR6669207	TRUE	TRUE	2012	China	NA
SRR6669208	TRUE	TRUE	2008	China	NA
SRR6669209	TRUE	TRUE	1987	China	NA
SRR6669210	TRUE	TRUE	2012	China	NA
SRR6669211	TRUE	TRUE	2000	China	NA
SRR6669212	TRUE	TRUE	1987	China	NA
SRR6669213	TRUE	TRUE	2011	China	NA
SRR6669214	TRUE	TRUE	2008	China	NA
SRR6669215	TRUE	TRUE	2013	China	NA
SRR6669216	TRUE	TRUE	2013	China	NA
SRR6669217	TRUE	TRUE	2011	China	NA
SRR6669218	TRUE	TRUE	2012	China	NA
SRR6669219	TRUE	TRUE	2001	China	NA
SRR6669220	TRUE	TRUE	2003	China	NA
SRR6669221	TRUE	TRUE	2000	China	NA
SRR6669222	TRUE	TRUE	2000	China	NA
SRR6669223	TRUE	TRUE	2005	China	NA
SRR6669224	TRUE	TRUE	2006	China	NA
SRR7503877	TRUE	TRUE	2006	Thailand	NA
SSID10	FALSE	TRUE	2012	USA	NA
SSID_11	FALSE	TRUE	2013	USA	AR
SSID110	TRUE	FALSE	2012	USA	NA
SSID113	TRUE	FALSE	2012	USA	NA
SSID116	TRUE	FALSE	2012	USA	NA
SSID118	FALSE	TRUE	2012	USA	NA
SSID12	TRUE	TRUE	2012	USA	NA
SSID13	TRUE	TRUE	2012	USA	NA
SSID25	TRUE	FALSE	2012	USA	NA
SSID_26	FALSE	TRUE	2013	USA	AR
SSID_38	FALSE	TRUE	2013	USA	AR
SSID_39	FALSE	TRUE	2013	USA	AR
SSID_40	FALSE	TRUE	2013	USA	AR
SSID40	TRUE	TRUE	2012	USA	NA
SSID_43	FALSE	TRUE	2013	USA	AR
SSID_49	FALSE	TRUE	2013	USA	AR
SSID_56	FALSE	TRUE	2013	USA	AR
SSID_59	FALSE	TRUE	2013	USA	AR
SSID60	TRUE	FALSE	2012	USA	NA
SSID_69	FALSE	TRUE	2013	USA	AR
SSID_71	FALSE	TRUE	2013	USA	AR
SSID_89	FALSE	TRUE	2013	USA	AR
TERRY	TRUE	FALSE	2002	USA	NA
URN#10	TRUE	FALSE	2006	USA	AR
URN#18	TRUE	FALSE	2006	USA	AR
XWSCF1	TRUE	FALSE	2007	USA	NA
XWSCF3	TRUE	FALSE	2007	USA	NA
XWSCF4	TRUE	FALSE	2007	USA	NA
XWSEF1	TRUE	FALSE	2007	USA	NA
XWSEF2	TRUE	FALSE	2007	USA	NA
XWSEF3	TRUE	FALSE	2007	USA	NA
XWSEF5	TRUE	FALSE	2007	USA	NA
XWZN14	TRUE	FALSE	1997	USA	NA
XWZN28	TRUE	FALSE	1997	USA	NA
XWZN44	TRUE	FALSE	1997	USA	NA
ZN04	FALSE	TRUE	1995	USA	TX
ZN07	TRUE	FALSE	1995	USA	TX
ZN22	TRUE	FALSE	1994	USA	MS
ZN30	TRUE	FALSE	1994	USA	LA
ZN42	TRUE	FALSE	1995	USA	TX
